지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
보령,2024.5.15,12.6,7.9,2.2,79.1,4.8,11.93
보령,2024.5.16,14,1.2,2.3,79,12,28.49
보령,2024.5.17,18.5,,4,66.5,10.5,27.66
보령,2024.5.18,19.9,,2.8,71,11.7,27.97
보령,2024.5.19,19.7,,1.4,71.9,12.1,28.82
보령,2024.5.20,19.1,,0.8,75.6,7.2,21.11
보령,2024.5.21,18.8,,1.1,81.1,7.1,23.66
보령,2024.5.22,18.5,,1,82.5,6.9,22.59
보령,2024.5.23,17,,1.4,85,9.4,27.86
보령,2024.5.24,17.7,,1.3,81.4,9.9,24.69
보령,2024.5.25,19.1,,1.2,82.4,1.4,19.12
보령,2024.5.26,19.6,31.3,2.6,80.8,2.2,7.59
보령,2024.5.27,16.4,,0.7,79.6,11.1,22.86
보령,2024.5.28,18.5,,1.9,69.4,10.6,27.75
보령,2024.5.29,18.8,,1.4,68.9,12.3,29.01
보령,2024.5.30,20.1,,1,65.4,1.7,14.17
보령,2024.5.31,18.9,,1.3,77.8,12.2,30.07
보령,2024.6.1,18.4,0.4,0.9,76.8,8,25.13
보령,2024.6.2,17.8,,1.3,73.4,12.2,29.5
보령,2024.6.3,19.3,,1.2,72.6,11.9,28.85
보령,2024.6.4,19.7,,1.5,78.1,12.3,28.91
보령,2024.6.5,19.7,,0.9,80.8,8.3,21.89
보령,2024.6.6,20.1,,1,74.9,9.4,25.42
보령,2024.6.7,20.4,0,0.8,61.1,6.8,20.78
보령,2024.6.8,20.8,1.2,1.8,82,4.6,18.09
보령,2024.6.9,21.5,,1.5,78.6,11.1,28.62
보령,2024.6.10,23.2,,3.4,73.1,11.6,26.49
보령,2024.6.11,21.3,,2.5,84.5,7.9,25.38
보령,2024.6.12,22.3,,1.5,69.6,12.2,29.33
보령,2024.6.13,23.5,,1,67,11.9,28.21
보령,2024.6.14,23.7,,1.3,70,10.7,24.24
보령,2024.6.15,23.4,0,1,76.3,5.3,16.65
보령,2024.6.16,22.3,,0.9,79.5,10.8,29.37
보령,2024.6.17,21.5,,1,66.4,7.3,20.37
보령,2024.6.18,22.8,,1.5,70.6,12.5,29.39
보령,2024.6.19,24.7,,1.2,69.3,11.3,27.43
보령,2024.6.20,24.4,,1.2,68,6.1,18.28
보령,2024.6.21,24.9,,1.6,67.4,10.7,25.18
보령,2024.6.22,23.4,50,2.5,91.8,0,2.17
보령,2024.6.23,23.4,2.3,2.4,89.5,2.8,14.79
보령,2024.6.24,22.7,,2.3,85.4,3.3,16.2
보령,2024.6.25,21.6,,1.2,78.5,11.1,23.81
보령,2024.6.26,22.6,,1,76.9,12.2,26.45
보령,2024.6.27,23.1,,1.2,74.4,3,15.17
보령,2024.6.28,23.9,,1.4,72,12.1,27.08
보령,2024.6.29,25,31.4,3.3,79.5,2.5,13.01
보령,2024.6.30,23.7,3.7,3.9,92.1,1.2,9.53
보령,2024.7.1,25,,1,82,10.4,25.62
보령,2024.7.2,25.6,36.1,4.1,87.3,0,3.26
보령,2024.7.3,24.6,,4.8,90,3.6,19.18
보령,2024.7.4,26.4,0,4,82.9,7,22.62
보령,2024.7.5,24.5,,2.6,80.4,6.7,21.37
보령,2024.7.6,26.8,0,5.8,83.3,2,13.04
보령,2024.7.7,24.6,86.8,3.8,95.9,0,3.11
보령,2024.7.8,24.3,79.7,3.5,96.6,0,3.7
보령,2024.7.9,24,39,2.5,93.3,0,4.78
보령,2024.7.10,24.6,89.5,2.3,85.4,3.5,18.27
보령,2024.7.11,23.9,,0.9,87,1.9,16.2
보령,2024.7.12,24.6,,0.8,83.6,6.4,20.69
보령,2024.7.13,25.6,0,1.2,83,7.1,22.19
보령,2024.7.14,26.8,46.7,1.6,82,6.3,20.61
보령,2024.7.15,26.5,,1.5,81.5,6.8,20.16
보령,2024.7.16,25.4,74,2.2,89.6,0.4,5.3
보령,2024.7.17,27.5,0.8,6.4,84.9,2.1,15.8
보령,2024.7.18,25.8,52.1,6.4,91.6,0,2.35
보령,2024.7.19,24.7,1.5,3,93.9,0.1,6.71
보령,2024.7.20,26.3,7.4,4.2,88.3,1.6,11.26
보령,2024.7.21,27.1,,4.6,87.9,0,9.35
보령,2024.7.22,28.4,,5.9,82,2,11.33
보령,2024.7.23,26.7,23.2,4.1,93.3,0,3.92
보령,2024.7.24,28.2,2.6,3.4,89.8,7.7,23.76
보령,2024.7.25,29.5,8.9,1.6,78.6,9.4,21.61
보령,2024.7.26,29.7,0.2,2.2,75.1,7.3,20.16
보령,2024.7.27,29.3,8.8,2.8,79.4,6.7,18.98
보령,2024.7.28,29.3,,4.8,77.6,11.1,23.41
보령,2024.7.29,27.8,0,4.8,87.6,1.2,13.99
보령,2024.7.30,28.1,,4.1,85.9,6.7,21.81
보령,2024.7.31,29,,3.3,83.3,9.8,24.51
보령,2024.8.1,29.1,0,3.4,83.6,7.9,22.6
보령,2024.8.2,29.3,,2.8,86.4,5.6,18.64
보령,2024.8.3,29.7,,1.4,85.1,9.1,24.44
보령,2024.8.4,29.5,,1.3,80.9,11.5,26.51
보령,2024.8.5,29.5,,1.7,82,7.3,20.55
보령,2024.8.6,29.5,,1.4,78,8.6,22.83
보령,2024.8.7,29.7,,1.1,78,10.4,25.87
보령,2024.8.8,26.4,7.4,0.9,90,1.4,9.39
보령,2024.8.9,27.9,,1.2,82.9,9.9,23.47
보령,2024.8.10,28.8,,1.4,79.9,9.8,23.48
보령,2024.8.11,29.7,,1.8,73.6,11,23.56
보령,2024.8.12,30,,1,75.5,11.5,24.55
보령,2024.8.13,30.7,0.9,1.6,75.5,10.4,24.13
보령,2024.8.14,29.5,0,1.2,79.3,10.3,22.76
보령,2024.8.15,28.3,22.9,1.4,82.3,7.8,17.66
보령,2024.8.16,27.8,40.6,1.1,85.9,6.1,16.37
보령,2024.8.17,27.9,4.9,1,87.6,6.3,16.66
보령,2024.8.18,28,19.4,1.2,85.5,8.6,23.17
보령,2024.8.19,28.9,,1.2,82.6,9.9,21.93
보령,2024.8.20,30.5,11,1.5,77.6,8.7,20.64
보령,2024.8.21,29.1,40.9,4.7,85.3,3.6,9.74
보령,2024.8.22,28.2,1.6,3.6,84.1,2.7,10.78
보령,2024.8.23,27.8,,2.4,88,9.2,21.98
보령,2024.8.24,27.9,0,1.3,83.4,7.3,18.54
보령,2024.8.25,27.7,,1.4,82,9.1,21.95
보령,2024.8.26,28,,1.1,82.6,4.3,18.12
보령,2024.8.27,26.8,0.1,2.6,85.4,0,6.41
보령,2024.8.28,28.6,,2.6,64.8,11.2,24.29
보령,2024.8.29,28.6,,3.2,66.8,10.9,24.35
보령,2024.8.30,27.8,,2,72.8,11.2,24.61
보령,2024.8.31,26.2,,0.7,79.9,9.5,22.81
보령,2024.9.1,25.9,,1.4,82.9,7.8,20.01
보령,2024.9.2,24.6,0.4,1.2,82.1,0.2,5.41
보령,2024.9.3,27.7,0,1.4,69.9,7.3,20.58
보령,2024.9.4,26.7,,1.4,69.9,10.2,22.51
보령,2024.9.5,26.3,5.8,2,84.9,5,14.54
보령,2024.9.6,25.8,,0.7,87.9,0.2,7.71
보령,2024.9.7,26,,1,80.8,8.9,21.9
보령,2024.9.8,25.6,,1,80,10.9,23.13
보령,2024.9.9,27.7,,1.1,76.6,10.7,21.98
보령,2024.9.10,29.2,,1.4,74.9,10.5,20.65
보령,2024.9.11,27.5,24.7,1.7,82.9,3.3,11.72
보령,2024.9.12,27.6,23.6,1,88.5,0,7.32
보령,2024.9.13,27.8,,2.3,84.6,4.6,16.87
보령,2024.9.14,28.1,2.1,1.4,86.1,8.1,18.62
보령,2024.9.15,29.4,,1.6,77.6,9.9,19.21
보령,2024.9.16,29.4,0,1.5,73.3,4.4,14.04
보령,2024.9.17,29.8,,1,76.6,9.7,21.03
보령,2024.9.18,29.6,,1,77,8.5,19.32
보령,2024.9.19,30.1,,1.3,71.9,7.5,19.64
보령,2024.9.20,27,41.9,2.6,88.8,0,4.44
보령,2024.9.21,22.5,136.4,3.2,93.8,0,3.06
보령,2024.9.22,21.9,,3.4,75.8,6.2,17.42
보령,2024.9.23,22,,2.5,63.8,8.9,18.26
보령,2024.9.24,22,,1.4,65.6,8.6,18.62
보령,2024.9.25,23.5,,1.1,75.1,5,13.43
보령,2024.9.26,23.6,,1.5,80,8.3,18.18
보령,2024.9.27,22.9,,1.2,79.1,9.8,18.62
보령,2024.9.28,24.7,,1.9,67.8,8.7,17.45
보령,2024.9.29,24.7,,2,60.5,8.6,16.95
보령,2024.9.30,22,,1.3,65.1,10.3,19.09
보령,2024.10.1,18.2,7.3,1.9,74.8,0,5
보령,2024.10.2,14.7,,2.1,62.3,7.8,18.42
보령,2024.10.3,13.5,0.9,1.8,75.4,2.7,9.28
보령,2024.10.4,17,,1.9,68.9,10.4,20.2
보령,2024.10.5,18,,1.8,69.8,9.4,17.34
보령,2024.10.6,17.2,0.2,1.2,82.3,0,3.75
보령,2024.10.7,17.2,1.4,0.9,85.5,1,7.46
보령,2024.10.8,17.6,,1.2,80.3,8.6,15.54
보령,2024.10.9,18.2,,1.3,76.3,8.9,15.4
보령,2024.10.10,17.9,4.6,1.2,78.5,7.2,14.66
보령,2024.10.11,18.5,,1.1,77.1,9.8,16.57
보령,2024.10.12,18.2,,1.5,73.8,9.9,17.45
보령,2024.10.13,18.4,,1.4,72.8,4.5,11.09
보령,2024.10.14,18.1,13.6,1.5,88.5,0,2.65
보령,2024.10.15,19.7,2,0.9,93.3,0.3,4.42
보령,2024.10.16,18.1,,1.2,88.9,5.2,11.55
보령,2024.10.17,20.1,,1.7,73.8,6.6,14.13
보령,2024.10.18,21,20.2,2.9,89.8,0,2.22
보령,2024.10.19,17.8,0.3,3.5,83.8,0,3.55
보령,2024.10.20,14.6,,3.4,55.8,9.5,16.93
보령,2024.10.21,16.2,0,1.9,71.3,1.4,8.33
보령,2024.10.22,17.8,7.4,1.3,89.4,0,2.84
보령,2024.10.23,14.2,0,1.5,71.6,4.1,10.1
보령,2024.10.24,12.5,,2.1,75.5,9.5,15.99
보령,2024.10.25,15.6,,1.4,72.1,6.9,12.86
보령,2024.10.26,17.3,,1.5,77,6.5,11.87
보령,2024.10.27,16.1,0.4,0.9,84.1,0,3.27
보령,2024.10.28,15.9,,1.5,76.6,1.9,7.85
보령,2024.10.29,16.5,,1.2,69.4,2.2,8.13
보령,2024.10.30,15.9,,1.7,74.1,8.9,13.92
보령,2024.10.31,16,,1.2,72.1,9.1,14.57
보령,2024.11.1,14.9,2.4,2.3,76.8,0,2.8
보령,2024.11.2,17.9,,2.4,69.6,7.6,13.32
보령,2024.11.3,16.6,,1.6,80,8.8,13.45
보령,2024.11.4,16,0.6,1.6,72.9,6.9,12.01
보령,2024.11.5,9.9,,1.4,62.3,7.7,14.12
보령,2024.11.6,8,,1.4,62.9,9,14.38
보령,2024.11.7,7.9,,1.5,64.9,9.1,14.37
보령,2024.11.8,10.3,,1.6,62.5,8.6,13.84
보령,2024.11.9,13.1,,1.5,71.1,7.9,11.84
보령,2024.11.10,14.7,,1.3,74.5,5.4,10.34
보령,2024.11.11,13.8,,1.2,77.6,8.8,12.33
보령,2024.11.12,14.4,,1.2,73.1,8.5,12.67
보령,2024.11.13,13.6,,1.6,74.3,8.5,12.16
보령,2024.11.14,15,0.4,1.1,74.5,1.1,5.93
보령,2024.11.15,15.5,7,1.7,79.1,3.1,7.34
보령,2024.11.16,17.1,1,1.4,75.1,4.9,9.64
보령,2024.11.17,9.5,,3.4,52.9,1,5.09
보령,2024.11.18,3.8,,3.2,44.8,8.8,13.51
보령,2024.11.19,4.5,,1.4,56.6,5.1,9.25
보령,2024.11.20,7.4,0.2,1.2,70.8,3.5,7.75
보령,2024.11.21,11.3,,1.1,73.4,5,8.22
보령,2024.11.22,7.4,,1.9,58,8.6,12.34
보령,2024.11.23,5.9,,1.8,58.5,8.4,11.91
보령,2024.11.24,7,,1.4,66.5,8.4,11.9
보령,2024.11.25,12,0.8,2.1,59.6,5.8,9.22
보령,2024.11.26,8.8,19.5,2.8,65.3,3.1,6.61
보령,2024.11.27,5.2,1.2,3.2,52.6,2.2,5.99
보령,2024.11.28,5.4,7.3,2.6,70.5,0.9,3.38
보령,2024.11.29,3.3,8.6,1.3,90.3,1.6,4.35
보령,2024.11.30,6,,1.3,78.9,3.4,5.63
보령,2024.12.1,9.6,,1.6,76.5,0.8,4.05
보령,2024.12.2,9.8,,2.7,75.3,5,8.26
보령,2024.12.3,2.4,,2,56.4,6.6,10.65
보령,2024.12.4,4.2,0.4,1.7,65.8,7.2,10.64
보령,2024.12.5,6.9,1.5,1.4,69.1,2.9,6.69
보령,2024.12.6,5.2,0.2,1.7,62.4,5.1,9.37
보령,2024.12.7,2,0.4,1.6,75.4,0.2,3
보령,2024.12.8,1.9,0.1,2.1,63,7.7,11.13
보령,2024.12.9,3,,1.2,71.4,0,3.87
보령,2024.12.10,4.7,,1.6,64.8,7.4,9.66
보령,2024.12.11,2.7,,1.2,68.6,5.7,8.3
보령,2024.12.12,1.2,,1.4,62,5.4,9.34
보령,2024.12.13,1.2,0.9,1.4,70.8,0,3.22
보령,2024.12.14,1.6,3,1.7,68.8,1.8,4.67
보령,2024.12.15,4,3.1,1.8,70.5,0.3,2.14
보령,2024.12.16,3,2,1.5,72.6,3.1,5.68
보령,2024.12.17,2.4,0,1.8,64.9,8.1,10.28
보령,2024.12.18,-1.2,,2.6,63,3.8,8.27
보령,2024.12.19,-1.4,,1.2,58.9,7.7,10.61
보령,2024.12.20,2.2,1.4,1.5,71.3,0,2.74
보령,2024.12.21,2,0.8,2.5,69.3,0.6,2.27
보령,2024.12.22,-1.1,,2.7,61.4,8.1,10.92
보령,2024.12.23,1.6,0.1,1.3,75.9,3.8,6.3
보령,2024.12.24,0.9,,1.2,70.6,8,10.01
보령,2024.12.25,4.3,1,1.6,70.1,3.9,8.58
보령,2024.12.26,2.8,0,2.2,62.9,2.5,6.14
보령,2024.12.27,0.4,3.6,2,66.8,6.2,8.39
보령,2024.12.28,-0.5,,2,74.5,3.5,5.67
보령,2024.12.29,3.5,,1.7,71,5.3,8.79
보령,2024.12.30,7.9,,3,67.4,2.8,5.9
보령,2024.12.31,2.1,,2.1,53.4,8.4,11.1
보령,2025.1.1,2.5,0,1.3,72,8.3,10.08
보령,2025.1.2,1.3,,1.5,62.8,8.4,11
보령,2025.1.3,0.2,0.6,1.7,66.1,5.7,8.95
보령,2025.1.4,0.4,,1.2,70.3,6.5,8.66
보령,2025.1.5,4.6,,3.1,77.6,1.3,5.05
보령,2025.1.6,2.9,0.7,1.9,72.9,0.6,3.71
보령,2025.1.7,-1.3,2.9,1.1,81,3.5,5.88
보령,2025.1.8,-1.7,4.6,1.7,86.5,1.1,2.79
보령,2025.1.9,-7.8,0.4,3.5,64.5,1.4,6.34
보령,2025.1.10,-5.6,0,1.3,69.8,8.2,12.07
보령,2025.1.11,-2.6,0,1.2,72.5,2,7.23
보령,2025.1.12,-1.1,0.2,1.3,78.6,6.5,10.54
보령,2025.1.13,1.8,0,2.6,74.3,4.5,8.26
보령,2025.1.14,4.8,0,1.9,63.4,5.8,8.72
보령,2025.1.15,-1.1,,2.8,52.6,6.6,10.53
보령,2025.1.16,1.9,0,1.1,60.5,5.7,9.78
보령,2025.1.17,0.2,,1.4,60.3,8.4,12.16
보령,2025.1.18,0.1,,1.4,63.5,6,10.22
보령,2025.1.19,2.8,,1.8,71.9,4.3,8.66
보령,2025.1.20,3,,1.1,78.4,4.6,9.1
보령,2025.1.21,2.2,,1.2,83.9,7.8,10.4
보령,2025.1.22,2.9,,0.9,78.6,2.2,7.03
보령,2025.1.23,1.7,,1.3,62.5,8.6,12.23
보령,2025.1.24,2.1,,2.1,49.8,8.8,12.1
보령,2025.1.25,5.4,,2.4,53,8.7,13.08
보령,2025.1.26,5.4,0,2.7,50.5,1.9,6.17
보령,2025.1.27,1.3,6,2.5,71.3,2.5,6.43
보령,2025.1.28,-0.6,16.3,1.9,84.8,0.7,2.32
보령,2025.1.29,-2,,1.7,75.8,2.8,2.65
보령,2025.1.30,-1.2,0,1.7,71.8,7.7,10.57
보령,2025.1.31,3,0,1.9,69.9,0.8,7.68
보령,2025.2.1,2.7,0.4,2.1,87.8,3.9,7.93
보령,2025.2.2,2.2,0,1.2,72.9,7.4,12.29
보령,2025.2.3,-1.2,0.1,3,57.1,5.9,11.31
보령,2025.2.4,-5,0.3,3.2,63.9,2.8,8.74
보령,2025.2.5,-5.7,0.6,2.4,66.4,9.1,14.14
보령,2025.2.6,-4.2,0.3,2,75.6,7.4,12.98
보령,2025.2.7,-4.9,1.8,3.4,66.3,1.5,6.85
보령,2025.2.8,-4.5,0,2.4,62.6,8.6,15.07
보령,2025.2.9,-2.7,0,1.3,70.4,3.7,9.49
보령,2025.2.10,-2,0.3,1.3,73.8,6.2,11.38
보령,2025.2.11,1.2,,1.6,60.3,9.3,15.71
보령,2025.2.12,2.3,5.6,1.6,78.6,0,1.93
보령,2025.2.13,0.3,,1.7,60.8,9.4,15.99
보령,2025.2.14,2,,1.5,85.5,9.3,14.81
보령,2025.2.15,2.8,,1.4,74.4,1,7.58
보령,2025.2.16,4.2,,2.1,81.9,4.2,10.01
보령,2025.2.17,1.3,,2.4,45.9,9.5,16.79
보령,2025.2.18,-0.5,,2.4,48,8.5,14.85
보령,2025.2.19,-2.1,,1.9,53.1,9.1,17.32
보령,2025.2.20,-1.8,,1.8,52.8,9.7,17.51
보령,2025.2.21,-1.3,,1.5,53.6,9.5,17.35
보령,2025.2.22,-1,0.5,1.4,59.3,9.3,17.49
보령,2025.2.23,-1.7,0,1.9,52,1.5,2.66
보령,2025.2.24,-0.9,,1.3,57.6,7.4,12.57
보령,2025.2.25,1.3,,2.5,75,3.9,9.89
보령,2025.2.26,3.2,0,1,70.4,7,12.35
보령,2025.2.27,5.3,,1.5,37.3,9.9,18.16
보령,2025.2.28,7.6,0.1,1.4,75,5.1,13.65
보령,2025.3.1,7.6,9.1,1.5,92.9,0.4,2.62
보령,2025.3.2,11.1,8.8,3.4,88,0.1,5.39
보령,2025.3.3,5.2,23.5,5.5,67,4.8,14.74
보령,2025.3.4,4,0.8,3.8,70.8,2.2,7.7
보령,2025.3.5,5,,2.1,70.9,0,4.73
보령,2025.3.6,3.5,,1.2,71.1,10.1,19.27
보령,2025.3.7,3.1,,1.4,68.9,9.2,17.68
보령,2025.3.8,4.5,,1.2,70.6,5.6,14.86
보령,2025.3.9,5.6,,1.2,76.6,10,18.44
보령,2025.3.10,6.8,,1.8,68.3,10.1,18.29
보령,2025.3.11,7.7,,1.5,63.9,10.3,19.87
보령,2025.3.12,7.1,0,1.3,78,1.3,9.17
보령,2025.3.13,9.1,,2.7,50.5,7.3,17.51
보령,2025.3.14,13.6,,3.5,28.3,10.2,20.04
보령,2025.3.15,10.7,,1.8,54.4,5.8,16.56
보령,2025.3.16,4.5,0.1,1.8,58.6,5.5,14.62
보령,2025.3.17,3.3,1.8,2.5,52.1,10.5,21.43
보령,2025.3.18,1.5,3.1,2.4,69.4,2.1,6.29
보령,2025.3.19,1.6,,1.1,61.3,10.3,21.35
보령,2025.3.20,7.8,,4.8,74.8,10.4,20.34
보령,2025.3.21,9.8,,4.5,74.4,10.4,21.26
보령,2025.3.22,11.7,,3.7,64,10.5,21.17
보령,2025.3.23,12.8,,3.4,58.8,8.9,20.16
보령,2025.3.24,13.9,,5.3,65.5,8.7,18.48
보령,2025.3.25,11.6,,3.9,68,8.6,17.85
보령,2025.3.26,16.2,,2.5,49.3,10.4,21.07
보령,2025.3.27,12.1,1.5,3,78.4,0,5.68
보령,2025.3.28,6,,1.9,55.6,9.6,22.64
보령,2025.3.29,3,0.8,1.8,59.6,7.8,17.14
보령,2025.3.30,3.2,,1.9,62,10,21.91
보령,2025.3.31,6.3,,1.8,74.9,8.9,20.26
보령,2025.4.1,7.6,,1.2,67.5,10.7,23.08
보령,2025.4.2,7.4,0.3,1.5,66.8,6.1,14.74
보령,2025.4.3,7.4,,1.1,77.9,7.3,18.87
보령,2025.4.4,8.1,,1.6,71.4,10.5,23.3
보령,2025.4.5,8.4,8,3,89.4,0,1.66
보령,2025.4.6,7.7,,1.9,80.6,11.1,24.89
보령,2025.4.7,12.5,,4.3,54.8,11,23.58
보령,2025.4.8,11.4,,2.4,69.3,9.3,24.18
보령,2025.4.9,10.8,0,1.4,58.1,5.2,13.5
보령,2025.4.10,11.7,,1.1,65.3,8.6,22.74
보령,2025.4.11,10.7,,1.5,74.3,10.6,24.95
보령,2025.4.12,13.8,27.8,2.9,55.9,3.3,9.72
보령,2025.4.13,6.4,0.2,2.6,69,4.5,14.11
보령,2025.4.14,6.3,10.9,3,81.4,1.3,6.41
보령,2025.4.15,8.1,0,1.4,81.6,9.3,24.64
보령,2025.4.16,14.9,,4.3,62.6,10.7,22.19
보령,2025.4.17,18.3,,4.8,73.8,8.8,19.76
보령,2025.4.18,16,,3.6,82.1,9.7,22.02
보령,2025.4.19,16.4,4,5,88.9,3.3,10.88
보령,2025.4.20,14.4,,1.8,84.1,7.3,22.52
보령,2025.4.21,19.2,,1.3,78,6.6,19.79
보령,2025.4.22,18,32.8,1.8,87.6,0,4.8
보령,2025.4.23,14.9,,1.8,82.8,11.3,25.51
보령,2025.4.24,11.8,,2,74.3,11.2,23.53
보령,2025.4.25,10.5,,1,64.6,11.7,28.06
보령,2025.4.26,12.4,,3,57.4,11.7,27.04
보령,2025.4.27,15.5,,2.8,37.9,8.4,22.56
보령,2025.4.28,11.9,,1,68.6,11.8,27.83
보령,2025.4.29,10.8,,1.8,64.3,11.7,27.96
보령,2025.4.30,17.5,,3.8,41.5,11.8,28.22
보령,2025.5.1,13.9,32.8,2.9,77.8,0.9,3.89
보령,2025.5.2,11.5,0,1,77.3,8.1,21.64
보령,2025.5.3,10.4,15.1,1.8,85.4,3.2,11.13
보령,2025.5.4,11.6,,1.6,74.4,11.9,27.66
보령,2025.5.5,12.1,0.2,1.3,67,0.1,6.76
보령,2025.5.6,12.4,,1.4,68.3,3.1,14.74
보령,2025.5.7,12.2,,1,71.3,10.9,25.42
보령,2025.5.8,15.6,,1.5,61,10.5,24.87
보령,2025.5.9,15.7,11.8,3.8,83.8,0,4.53
보령,2025.5.10,12.2,0.9,3.4,93.9,0,2.87
보령,2025.5.11,13.6,,2.3,85.5,7.2,22.24
보령,2025.5.12,17,,3.1,66.4,11.8,28.34
보령,2025.5.13,20.8,,3.8,45.8,11.1,25.26
보령,2025.5.14,19.9,,2.8,61.6,11.3,26.32
보령,2025.5.15,17.8,1.2,3.1,94.3,0,4.63
보령,2025.5.16,20.8,9.8,2.4,86.3,0,5.22
보령,2025.5.17,16.5,0.2,2.8,90.9,7.8,20.97
보령,2025.5.18,14.9,,1.1,75.3,8.9,24.79
보령,2025.5.19,17.5,,4.6,77.6,3.7,10.97
보령,2025.5.20,22.3,0.3,4.6,90,1.4,12.45
보령,2025.5.21,23.5,,1.5,79.3,8.3,19.79
보령,2025.5.22,18.7,,1.3,89.9,0,9.56
보령,2025.5.23,19.4,4.4,1.7,71.1,0.7,12.1
보령,2025.5.24,16.5,0,3.4,65.1,0.7,10.45
보령,2025.5.25,16,,1.2,71.9,12.2,27.46
보령,2025.5.26,16.9,,2.1,76.1,11.8,25.63
보령,2025.5.27,17.5,,2.5,80.1,11.7,25.43
보령,2025.5.28,18.9,,1.2,75.6,11.4,26.52
보령,2025.5.29,19.8,,1.1,65.3,12,27.53
보령,2025.5.30,18.9,,1,66.3,11.3,24.41
보령,2025.5.31,17.6,,1.7,80.4,5.5,18.86
보령,2025.6.1,19.3,,1.3,69,10.6,26.54
보령,2025.6.2,18.7,0,0.8,73,0,8.63
보령,2025.6.3,18.2,,1.4,78.8,8.9,23.32
보령,2025.6.4,17.9,,1.7,73.1,12.3,29.77
보령,2025.6.5,19.2,,1.9,57.6,11.8,27.79
보령,2025.6.6,24,,4.3,37.6,7.6,23.35
보령,2025.6.7,23.6,,3.5,68,10.8,25.86
보령,2025.6.8,23.1,0,1.9,81.4,6.5,23.37
보령,2025.6.9,23.2,,1.5,80.8,8.7,25.46
보령,2025.6.10,20.5,,1,82.3,6.6,20.12
보령,2025.6.11,20.6,,0.9,70.5,11.7,28.32
보령,2025.6.12,22.4,,1.6,61.9,8.8,23.4
보령,2025.6.13,20.9,21.1,1.1,82.6,0,6.3
보령,2025.6.14,23.2,12.6,1.7,83.5,4.5,19.21
보령,2025.6.15,23.5,0.1,2.8,84.1,7.2,22.64
보령,2025.6.16,22.1,22.6,4.8,92,0.2,5.36
보령,2025.6.17,22.9,2.8,3.4,88,6.2,18.08
보령,2025.6.18,22.8,,1.9,76.1,11.8,27.86
보령,2025.6.19,26.4,2.1,2.3,75.5,6.2,19.02
보령,2025.6.20,24.4,93.8,7.3,91.4,0,2.85
보령,2025.6.21,20.3,80.4,1.9,96,0,3.66
보령,2025.6.22,20.9,,1.2,86.4,11.4,29.05
보령,2025.6.23,23.1,,1.6,79,11,28.98
보령,2025.6.24,22.7,9.1,1.8,80.8,0.1,7.7
보령,2025.6.25,20.8,7.6,2.9,92.8,0,3.7
보령,2025.6.26,21.7,0,1.3,88,4.2,17.45
보령,2025.6.27,24.2,0,1.4,82.5,6,21.16
보령,2025.6.28,25.6,0,2.4,89.4,0.5,12.44
보령,2025.6.29,26.4,,2.9,83.3,6.8,23.42
보령,2025.6.30,26.8,,2.7,84.1,9.1,24.44
보령,2025.7.1,27.8,,3.3,84.6,6.8,22.49
보령,2025.7.2,27.6,,2.9,85.1,10.2,26.53
보령,2025.7.3,27,,3.2,85,8.6,24.55
보령,2025.7.4,26.9,,4.7,83.5,2.9,17.73
보령,2025.7.5,27.4,,4,84,6,21.93
보령,2025.7.6,27.5,,3.9,86.1,8.3,23.99
보령,2025.7.7,28.3,,1.7,82.3,7.7,23.84
보령,2025.7.8,30.6,,1.4,77,10.4,24.72
보령,2025.7.9,30.1,,1.1,66.6,12.1,28
보령,2025.7.10,30.4,,1.9,48.4,12.3,28.36
보령,2025.7.11,30.7,,2.9,43,12.3,28.26
보령,2025.7.12,27.9,,1.7,53.9,12,28.59
보령,2025.7.13,24.3,2.5,1,80.8,0.5,8.09
보령,2025.7.14,24.3,1.4,1.8,82.5,5.5,20.03
보령,2025.7.15,23.7,3.2,2,84.5,3.1,16.68
보령,2025.7.16,23.5,133.8,3.1,90.5,0,1.91
보령,2025.7.17,24.7,113.9,3.7,92.3,0.1,4.09
보령,2025.7.18,25.2,3.6,1.6,86.5,0.1,7.88
보령,2025.7.19,25.9,15.6,3.9,89.6,0.4,5.96
보령,2025.7.20,28.4,,2.4,78.4,9.5,25.53
보령,2025.7.21,28.4,,2.6,79.9,10.7,26.82
보령,2025.7.22,28,,1.3,80.4,11.3,26.41
보령,2025.7.23,28.6,,1.2,76.9,10.5,25.37
보령,2025.7.24,29,,1.2,75.3,11.2,25.13
보령,2025.7.25,29.6,,1.2,75.8,12.2,27.34
보령,2025.7.26,30.2,,1,75.4,10,24.45
보령,2025.7.27,30.2,1.2,1.1,72,12.2,27.82
보령,2025.7.28,29.8,3.8,1.2,77,11.3,27.01
보령,2025.7.29,29.7,,1.3,75,12,27.16
보령,2025.7.30,29.9,,1,78,9,22.82
보령,2025.7.31,30,,1.4,68.1,8.3,25.4
보령,2025.8.1,29.3,,1.2,69.8,11.4,26.16
보령,2025.8.2,29.6,,1,71.1,10.9,25.27
보령,2025.8.3,26.8,78.4,1.7,84.8,0,3.62
보령,2025.8.4,27.1,18.6,1.5,87.8,3.7,15.62
보령,2025.8.5,27.9,0.8,1.7,81,11.3,26.66
보령,2025.8.6,27.4,3.8,3.3,92.3,0.1,6.25
